ship_mode,segment,country,city,state,postal_code,region,category,sub-category,sales,quantity,discount,profit,profit_margin
First Class,Consumer,United States,Arlington,Texas,76017,central,office supplies,Art,8.928,2,0.2,0.558,0.06
First Class,Consumer,United States,Arlington,Texas,76017,central,office supplies,Storage,47.584,2,0.2,-2.974,-0.06
Standard Class,Home Office,United States,Houston,Texas,77041,central,office supplies,Paper,33.792,8,0.2,10.56,0.31
Standard Class,Home Office,United States,Houston,Texas,77041,central,furniture,Bookcases,300.5328,2,0.32,-97.2312,-0.32
Standard Class,Home Office,United States,Houston,Texas,77041,central,office supplies,Binders,2.724,2,0.8,-4.3584,-1.6
Standard Class,Home Office,United States,Houston,Texas,77041,central,office supplies,Envelopes,3.264,2,0.2,1.1016,0.34
First Class,Consumer,United States,Lancaster,Ohio,43130,east,office supplies,Paper,108.336,6,0.2,37.9176,0.35
First Class,Consumer,United States,Lancaster,Ohio,43130,east,office supplies,Storage,55.92,5,0.2,6.291,0.11
First Class,Consumer,United States,Lancaster,Ohio,43130,east,office supplies,Paper,78.304,2,0.2,29.364,0.38
Standard Class,Consumer,United States,Portland,Oregon,97206,west,office supplies,Storage,443.92,5,0.2,-94.333,-0.21
Standard Class,Consumer,United States,Portland,Oregon,97206,west,technology,Phones,155.976,3,0.2,54.5916,0.35
Second Class,Corporate,United States,Hoover,Alabama,35244,south,office supplies,Art,15.47,7,0.0,4.1769,0.27
Second Class,Corporate,United States,Hoover,Alabama,35244,south,office supplies,Binders,7.16,2,0.0,3.4368,0.48
Standard Class,Consumer,United States,Los Angeles,California,90036,west,office supplies,Appliances,10.89,1,0.0,2.8314,0.26
Standard Class,Consumer,United States,Los Angeles,California,90036,west,office supplies,Paper,19.44,3,0.0,9.3312,0.48
Standard Class,Consumer,United States,Los Angeles,California,90036,west,office supplies,Binders,121.6,5,0.2,39.52,0.33
First Class,Consumer,United States,Tallahassee,Florida,32303,south,technology,Machines,695.7,2,0.5,-27.828,-0.04
Second Class,Corporate,United States,New York City,New York,10009,east,office supplies,Storage,120.33,1,0.0,31.2858,0.26
Standard Class,Home Office,United States,Chesapeake,Virginia,23320,south,furniture,Chairs,1139.92,4,0.0,284.98,0.25
Second Class,Consumer,United States,Fayetteville,North Carolina,28314,south,office supplies,Paper,229.544,7,0.2,83.2097,0.36
Standard Class,Consumer,United States,Huntsville,Texas,77340,central,office supplies,Storage,143.728,2,0.2,-32.3388,-0.22
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,east,technology,Accessories,36.048,3,0.2,-0.9012,-0.02
Standard Class,Corporate,United States,Woodstock,Illinois,60098,central,furniture,Chairs,845.488,8,0.3,-12.0784,-0.01
First Class,Consumer,United States,Everett,Massachusetts,2149,east,office supplies,Art,50.94,3,0.0,14.2632,0.28
Standard Class,Home Office,United States,Chicago,Illinois,60653,central,office supplies,Binders,762.594,3,0.8,-1143.891,-1.5
Standard Class,Corporate,United States,Roswell,Georgia,30076,south,furniture,Furnishings,56.28,6,0.0,15.7584,0.28
Standard Class,Corporate,United States,Roswell,Georgia,30076,south,office supplies,Binders,2690.97,3,0.0,1264.7559,0.47
Standard Class,Corporate,United States,Palm Coast,Florida,32137,south,office supplies,Binders,7.434,6,0.7,-5.6994,-0.77
First Class,Corporate,United States,Philadelphia,Pennsylvania,19120,east,office supplies,Storage,64.784,1,0.2,-12.9568,-0.2
Standard Class,Home Office,United States,Columbus,Indiana,47201,central,office supplies,Paper,28.16,4,0.0,13.2352,0.47
Second Class,Consumer,United States,Oceanside,New York,11572,east,furniture,Furnishings,14.98,1,0.0,6.8908,0.46
Second Class,Consumer,United States,Oceanside,New York,11572,east,furniture,Furnishings,20.32,4,0.0,6.9088,0.34
Same Day,Corporate,United States,Franklin,Massachusetts,2038,east,office supplies,Storage,40.29,3,0.0,10.4754,0.26
Standard Class,Consumer,United States,Sioux Falls,South Dakota,57103,central,office supplies,Labels,20.23,7,0.0,9.5081,0.47
First Class,Corporate,United States,San Diego,California,92037,west,furniture,Chairs,1603.136,4,0.2,100.196,0.06
Second Class,Consumer,United States,Fayetteville,North Carolina,28314,south,furniture,Chairs,225.296,2,0.2,22.5296,0.1
Standard Class,Consumer,United States,Atlanta,Georgia,30318,south,technology,Accessories,67.8,4,0.0,4.068,0.06
Standard Class,Consumer,United States,Atlanta,Georgia,30318,south,technology,Phones,377.97,3,0.0,98.2722,0.26
Standard Class,Consumer,United States,Atlanta,Georgia,30318,south,furniture,Bookcases,1628.82,9,0.0,374.6286,0.23
Standard Class,Consumer,United States,Atlanta,Georgia,30318,south,office supplies,Paper,286.93,7,0.0,140.5957,0.49
Standard Class,Consumer,United States,Orlando,Florida,32839,south,office supplies,Paper,20.736,4,0.2,7.2576,0.35
Same Day,Consumer,United States,San Francisco,California,94122,west,office supplies,Storage,31.44,3,0.0,8.4888,0.27
Same Day,Consumer,United States,San Francisco,California,94122,west,office supplies,Appliances,83.79,7,0.0,22.6233,0.27
Same Day,Consumer,United States,San Francisco,California,94122,west,office supplies,Art,59.52,3,0.0,15.4752,0.26
Same Day,Consumer,United States,San Francisco,California,94122,west,office supplies,Supplies,31.92,4,0.0,9.2568,0.29
Second Class,Consumer,United States,Toledo,Ohio,43615,east,office supplies,Supplies,14.72,5,0.2,-3.312,-0.22
Second Class,Consumer,United States,Toledo,Ohio,43615,east,office supplies,Storage,38.976,3,0.2,-2.436,-0.06
Standard Class,Consumer,United States,Saint Petersburg,Florida,33710,south,furniture,Furnishings,17.088,2,0.2,1.068,0.06
Standard Class,Corporate,United States,Tucson,Arizona,85705,west,office supplies,Paper,74.352,3,0.2,23.235,0.31
Standard Class,Corporate,United States,Tucson,Arizona,85705,west,furniture,Chairs,314.352,3,0.2,-35.3646,-0.11
Standard Class,Consumer,United States,Los Angeles,California,90036,west,office supplies,Art,4.26,1,0.0,1.7466,0.41
Standard Class,Consumer,United States,San Diego,California,92105,west,office supplies,Storage,811.28,8,0.0,24.3384,0.03
First Class,Consumer,United States,New York City,New York,10035,east,office supplies,Fasteners,6.03,3,0.0,2.9547,0.49
Second Class,Consumer,United States,San Diego,California,92037,west,furniture,Chairs,153.568,2,0.2,-5.7588,-0.04
Second Class,Consumer,United States,San Diego,California,92037,west,furniture,Chairs,1013.488,7,0.2,76.0116,0.08
Standard Class,Home Office,United States,Westfield,New Jersey,7090,east,office supplies,Envelopes,52.34,2,0.0,24.5998,0.47
Standard Class,Home Office,United States,Westfield,New Jersey,7090,east,office supplies,Art,4.66,2,0.0,1.3514,0.29
Standard Class,Home Office,United States,Westfield,New Jersey,7090,east,technology,Accessories,254.97,3,0.0,91.7892,0.36
Second Class,Home Office,United States,Orange,New Jersey,7050,east,office supplies,Binders,25.44,6,0.0,12.72,0.5
Second Class,Home Office,United States,Orange,New Jersey,7050,east,office supplies,Supplies,27.93,3,0.0,8.0997,0.29
Standard Class,Consumer,United States,Woodstock,Illinois,60098,central,office supplies,Binders,8.85,5,0.8,-13.7175,-1.55
Second Class,Consumer,United States,San Francisco,California,94110,west,furniture,Furnishings,6.96,4,0.0,2.2272,0.32
Standard Class,Consumer,United States,San Francisco,California,94122,west,office supplies,Binders,17.456,2,0.2,5.8914,0.34
Standard Class,Consumer,United States,Tempe,Arizona,85281,west,furniture,Chairs,307.92,5,0.2,-34.641,-0.11
First Class,Consumer,United States,Los Angeles,California,90008,west,office supplies,Art,6.63,3,0.0,1.7901,0.27
First Class,Consumer,United States,Los Angeles,California,90008,west,office supplies,Paper,12.96,2,0.0,6.2208,0.48
First Class,Consumer,United States,Los Angeles,California,90008,west,office supplies,Paper,32.4,5,0.0,15.552,0.48
Standard Class,Corporate,United States,Seattle,Washington,98105,west,office supplies,Paper,23.85,5,0.0,10.7325,0.45
Second Class,Consumer,United States,Lake Charles,Louisiana,70601,south,furniture,Chairs,51.96,2,0.0,12.99,0.25
Second Class,Consumer,United States,Lake Charles,Louisiana,70601,south,office supplies,Binders,17.94,3,0.0,8.6112,0.48
Standard Class,Corporate,United States,Rochester,New York,14609,east,office supplies,Paper,11.56,2,0.0,5.6644,0.49
Standard Class,Corporate,United States,Rochester,New York,14609,east,office supplies,Paper,26.4,5,0.0,11.88,0.45
Standard Class,Corporate,United States,Rochester,New York,14609,east,furniture,Furnishings,69.08,11,0.0,29.0136,0.42
Standard Class,Corporate,United States,Rochester,New York,14609,east,technology,Phones,35.88,3,0.0,10.0464,0.28
Standard Class,Consumer,United States,Long Beach,New York,11561,east,office supplies,Art,49.65,5,0.0,20.853,0.42
Standard Class,Corporate,United States,Charlotte,North Carolina,28205,south,technology,Copiers,959.968,4,0.2,119.996,0.12
Standard Class,Consumer,United States,Houston,Texas,77036,central,furniture,Chairs,408.422,2,0.3,-5.8346,-0.01
Standard Class,Consumer,United States,New York City,New York,10035,east,technology,Copiers,479.984,2,0.2,59.998,0.12
Standard Class,Consumer,United States,New York City,New York,10035,east,office supplies,Labels,12.6,4,0.0,6.048,0.48
Standard Class,Home Office,United States,Columbus,Georgia,31907,south,office supplies,Paper,184.66,7,0.0,84.9436,0.46
Standard Class,Consumer,United States,Chicago,Illinois,60610,central,office supplies,Paper,23.12,5,0.2,8.381,0.36
Standard Class,Corporate,United States,Highland Park,Illinois,60035,central,office supplies,Paper,37.464,7,0.2,12.1758,0.32
Standard Class,Corporate,United States,Highland Park,Illinois,60035,central,furniture,Chairs,539.658,3,0.3,-7.7094,-0.01
Standard Class,Home Office,United States,Seattle,Washington,98115,west,office supplies,Storage,310.12,2,0.0,80.6312,0.26
Standard Class,Consumer,United States,Eagan,Minnesota,55122,central,office supplies,Paper,8.56,2,0.0,3.852,0.45
Standard Class,Consumer,United States,Eagan,Minnesota,55122,central,office supplies,Storage,52.4,5,0.0,14.148,0.27
Standard Class,Consumer,United States,Eagan,Minnesota,55122,central,office supplies,Labels,14.94,3,0.0,6.8724,0.46
Standard Class,Consumer,United States,Seattle,Washington,98103,west,office supplies,Fasteners,11.22,3,0.0,0.2244,0.02
Standard Class,Consumer,United States,Coral Springs,Florida,33065,south,office supplies,Appliances,387.136,4,0.2,24.196,0.06
Standard Class,Consumer,United States,Hempstead,New York,11550,east,office supplies,Envelopes,41.4,5,0.0,19.458,0.47
Standard Class,Consumer,United States,Hempstead,New York,11550,east,office supplies,Art,35.0,4,0.0,10.5,0.3
Standard Class,Consumer,United States,Hempstead,New York,11550,east,office supplies,Binders,39.552,3,0.2,14.3376,0.36
Second Class,Consumer,United States,Noblesville,Indiana,46060,central,technology,Phones,135.72,3,0.0,35.2872,0.26
Second Class,Consumer,United States,Noblesville,Indiana,46060,central,office supplies,Binders,12.56,2,0.0,5.652,0.45
Second Class,Consumer,United States,Noblesville,Indiana,46060,central,technology,Phones,263.96,4,0.0,71.2692,0.27
First Class,Consumer,United States,Dallas,Texas,75220,central,office supplies,Art,5.952,1,0.2,0.372,0.06
Same Day,Corporate,United States,Philadelphia,Pennsylvania,19140,east,office supplies,Fasteners,15.8,5,0.2,2.37,0.15
Same Day,Corporate,United States,Philadelphia,Pennsylvania,19140,east,furniture,Furnishings,14.368,2,0.2,3.9512,0.28
Same Day,Corporate,United States,Philadelphia,Pennsylvania,19140,east,furniture,Furnishings,70.448,7,0.2,12.3284,0.18
Same Day,Consumer,United States,San Francisco,California,94109,west,office supplies,Storage,129.3,2,0.0,6.465,0.05
Second Class,Home Office,United States,Austin,Texas,78745,central,office supplies,Binders,3.882,3,0.8,-5.823,-1.5
Standard Class,Corporate,United States,Detroit,Michigan,48234,central,office supplies,Fasteners,6.08,1,0.0,3.04,0.5
First Class,Consumer,United States,Watertown,New York,13601,east,office supplies,Appliances,19.9,1,0.0,8.955,0.45
First Class,Consumer,United States,Watertown,New York,13601,east,furniture,Furnishings,70.71,1,0.0,4.9497,0.07
Second Class,Consumer,United States,Columbus,Georgia,31907,south,furniture,Furnishings,18.84,3,0.0,7.9128,0.42
Standard Class,Consumer,United States,Apple Valley,Minnesota,55124,central,office supplies,Art,8.64,3,0.0,2.5056,0.29
Standard Class,Home Office,United States,Burlington,North Carolina,27217,south,office supplies,Binders,1633.188,4,0.7,-1306.5504,-0.8
Standard Class,Home Office,United States,Saginaw,Michigan,48601,central,furniture,Furnishings,19.76,4,0.0,8.2992,0.42
Same Day,Consumer,United States,San Francisco,California,94109,west,office supplies,Binders,6.608,2,0.2,2.2302,0.34
Same Day,Consumer,United States,San Francisco,California,94109,west,office supplies,Binders,7.28,2,0.2,2.73,0.38
Same Day,Consumer,United States,San Francisco,California,94109,west,furniture,Chairs,144.784,1,0.2,10.8588,0.08
Standard Class,Consumer,United States,Seattle,Washington,98105,west,technology,Phones,156.792,1,0.2,13.7193,0.09
Standard Class,Consumer,United States,Seattle,Washington,98105,west,technology,Phones,431.976,3,0.2,26.9985,0.06
Standard Class,Consumer,United States,Seattle,Washington,98105,west,office supplies,Envelopes,35.89,1,0.0,16.1505,0.45
Standard Class,Consumer,United States,Seattle,Washington,98105,west,office supplies,Binders,47.208,7,0.2,15.3426,0.32
Standard Class,Consumer,United States,Seattle,Washington,98105,west,office supplies,Paper,248.08,7,0.0,116.5976,0.47
Standard Class,Consumer,United States,Seattle,Washington,98105,west,office supplies,Paper,189.7,5,0.0,89.159,0.47
Standard Class,Consumer,United States,Seattle,Washington,98105,west,office supplies,Binders,59.808,3,0.2,19.4376,0.32
Standard Class,Corporate,United States,Milwaukee,Wisconsin,53209,central,furniture,Chairs,90.99,1,0.0,14.5584,0.16
Standard Class,Corporate,United States,Milwaukee,Wisconsin,53209,central,furniture,Chairs,1526.56,7,0.0,427.4368,0.28
Standard Class,Corporate,United States,Milwaukee,Wisconsin,53209,central,furniture,Chairs,368.97,3,0.0,40.5867,0.11
Standard Class,Consumer,United States,Los Angeles,California,90049,west,office supplies,Storage,305.01,9,0.0,76.2525,0.25
Standard Class,Consumer,United States,Los Angeles,California,90049,west,furniture,Furnishings,18.7,1,0.0,7.106,0.38
First Class,Consumer,United States,San Francisco,California,94122,west,furniture,Furnishings,38.29,7,0.0,16.4647,0.43
Standard Class,Home Office,United States,San Diego,California,92024,west,furniture,Furnishings,26.25,3,0.0,11.025,0.42
Standard Class,Home Office,United States,San Diego,California,92024,west,office supplies,Binders,64.96,14,0.2,22.736,0.35
Standard Class,Home Office,United States,San Diego,California,92024,west,office supplies,Envelopes,43.7,5,0.0,20.539,0.47
Same Day,Home Office,United States,Glendale,Arizona,85301,west,technology,Accessories,41.6,4,0.2,13.0,0.31
Same Day,Home Office,United States,Glendale,Arizona,85301,west,office supplies,Paper,23.12,5,0.2,8.381,0.36
Same Day,Home Office,United States,Glendale,Arizona,85301,west,furniture,Chairs,113.888,2,0.2,9.9652,0.09
Same Day,Home Office,United States,Glendale,Arizona,85301,west,furniture,Furnishings,113.568,2,0.2,-5.6784,-0.05
Same Day,Home Office,United States,Glendale,Arizona,85301,west,technology,Phones,7.92,2,0.2,0.693,0.09
Same Day,Home Office,United States,Glendale,Arizona,85301,west,technology,Phones,671.984,2,0.2,50.3988,0.08
Standard Class,Corporate,United States,New York City,New York,10035,east,technology,Phones,39.99,1,0.0,11.5971,0.29
Standard Class,Home Office,United States,Watertown,New York,13601,east,furniture,Chairs,191.646,3,0.1,31.941,0.17
Standard Class,Consumer,United States,Springfield,Ohio,45503,east,office supplies,Binders,2.313,1,0.7,-1.9275,-0.83
Standard Class,Consumer,United States,Los Angeles,California,90032,west,office supplies,Binders,19.936,4,0.2,7.2268,0.36
